pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,cold_run_order,cache_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_cold,estimated_peak_sequence_tokens_cache,cold_output_tokens_per_second,cache_output_tokens_per_second,cache_to_cold_output_tokens_per_second_delta,cache_to_cold_output_tokens_per_second_ratio,cold_p95_first_event_ms,cache_p95_first_event_ms,cache_to_cold_p95_first_event_ms_delta,cache_to_cold_p95_first_event_ms_ratio,cold_p95_latency_ms,cache_p95_latency_ms,cache_to_cold_p95_latency_ms_delta,cache_to_cold_p95_latency_ms_ratio,cold_p95_stream_tpot_ms,cache_p95_stream_tpot_ms,cache_to_cold_p95_stream_tpot_ms_delta,cache_to_cold_p95_stream_tpot_ms_ratio,cold_batch_wall_ms,cache_batch_wall_ms,cache_to_cold_batch_wall_ms_delta,cache_to_cold_batch_wall_ms_ratio,cold_prefix_cache_hit_rate_pct,cache_prefix_cache_hit_rate_pct,cache_to_cold_prefix_cache_hit_rate_pct_delta,cold_prefix_cache_counter_requests,cache_prefix_cache_counter_requests,cold_prefix_cache_counter_queries,cache_prefix_cache_counter_queries,cold_prefix_cache_counter_hits,cache_prefix_cache_counter_hits,cold_prefix_cache_counter_hit_rate_pct,cache_prefix_cache_counter_hit_rate_pct,cache_to_cold_prefix_cache_counter_hit_rate_pct_delta,cold_gpu_kv_cache_usage_pct,cache_gpu_kv_cache_usage_pct,cache_to_cold_gpu_kv_cache_usage_pct_delta,modal_gpu,isolation_call_index,isolation_phase_order,isolation_warmup_runs,isolation_warmup_prompt_profile,source_chunk_index,source_dir,source_json,source_runs_csv,source_repeat_index,source_isolation_call_index
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep00,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,0,0,0,3592.3125,57605,57605,59.335864827544796,337.44001344699234,278.1041486194475,5.686948600610039,1335.8678639999937,144.4380840000008,-1191.429779999993,0.1081230321444438,2088.8491609999987,304.0386469999987,-1784.810514,0.14555318434503223,202.13186742857255,27.58863885714342,-174.54322857142913,0.13648831927450744,2157.2113320000026,379.32667999999126,-1777.8846520000113,0.1758412235153189,0.0,48.7,48.7,0,16,0,57477,0,53536,0.0,93.14334429423944,93.14334429423944,0.0,0.0,0.0,L4,0,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2/prefix-cache-isolated-metrics-runs.csv,0,0
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep00,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,0,0,0,3588.0625,57537,57537,86.91469233113254,87.67056970289615,0.7558773717636029,1.0086967732553642,1192.2943929999974,1264.2498880000232,71.95549500002585,1.0603504431644393,1419.8056050000218,1441.1302220000266,21.324617000004764,1.015019392038535,170.30802171428508,182.99672785714247,12.688706142857399,1.0745044538427229,1472.7084289999937,1460.011043999998,-12.69738499999562,0.9913782085102769,0.0,3.3,3.3,0,16,0,57409,0,256,0.0,0.44592311310073335,0.44592311310073335,0.0,0.0,0.0,L4,1,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2/prefix-cache-isolated-metrics-runs.csv,0,1
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep01,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,1,0,0,3583.3125,57461,57461,87.6711603378348,373.04021030447564,285.36904996664083,4.2549934193523935,1266.3289609999993,173.73509899999817,-1092.593862000001,0.13719586643805604,1434.1057899999896,272.73680700000114,-1161.3689829999885,0.1901790013692108,183.33072371428574,21.395485571434033,-161.93523814285172,0.11670430977394776,1460.0012079999942,343.12654899997597,-1116.8746590000183,0.23501798979331895,0.0,48.6,48.6,0,16,0,57333,0,53296,0.0,92.95867999232553,92.95867999232553,0.0,0.0,0.0,L4,2,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2/prefix-cache-isolated-metrics-runs.csv,1,2
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep01,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,1,0,0,3579.0625,57393,57393,88.03975565575749,87.53480766062391,-0.5049479951335769,0.9942645457001498,1233.847729000047,1242.3368549999623,8.489125999915359,1.0068802055556687,1428.091927999958,1434.515073,6.423145000042041,1.004497711158579,184.17031757142664,180.8459675714289,-3.324349999997736,0.981949588599105,1453.8886329999627,1462.2754470000245,8.386814000061804,1.005768539494498,0.0,3.3,3.3,0,16,0,57265,0,256,0.0,0.4470444425041474,0.4470444425041474,0.0,0.0,0.0,L4,3,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-smoke-r2/prefix-cache-isolated-metrics-runs.csv,1,3
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep02,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,2,0,0,3583.3125,57461,57461,88.72889350268055,386.70798375610434,297.9790902534238,4.3583095482242395,1250.4449369999975,137.03469399999335,-1113.4102430000041,0.10958874712928973,1412.703730000004,283.4803989999841,-1129.22333100002,0.20066514512564027,179.31494871428657,24.550677285714887,-154.76427142857167,0.13691372337748023,1442.5965989999982,330.9991140000079,-1111.5974849999902,0.22944675887178378,0.0,48.6,48.6,0,16,0,57333,0,53296,0.0,92.95867999232553,92.95867999232553,0.0,0.0,0.0,L4,4,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics-runs.csv,0,0
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep02,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,2,0,0,3579.0625,57393,57393,89.5775434383677,89.20544394676129,-0.37209949160640576,0.9958460627817682,1223.409418999978,1244.336594999993,20.927176000014924,1.0171056194884627,1402.3379120000072,1405.6681210000193,3.330209000012019,1.0023747550226767,181.52724457142912,182.7428235714308,1.215579000001668,1.0066963997766372,1428.929562999997,1434.8900059999892,5.96044299999221,1.0041712643886227,0.0,3.3,3.3,0,16,0,57265,0,256,0.0,0.4470444425041474,0.4470444425041474,0.0,0.0,0.0,L4,5,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics-runs.csv,0,1
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep03,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,3,0,0,3608.3125,57861,57861,87.89464058446397,452.453279091165,364.558638506701,5.147677675026974,1262.288610999974,129.43511399998897,-1132.853496999985,0.1025400315522546,1432.783201999996,241.39546300000347,-1191.3877389999925,0.16848010408207184,185.06599528571346,19.024680000001126,-166.04131528571233,0.10279943633421118,1456.2890199999856,282.9021379999972,-1173.3868819999884,0.1942623573444233,0.0,48.8,48.8,0,16,0,57733,0,53776,0.0,93.14603433045225,93.14603433045225,0.0,0.0,0.0,L4,6,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics-runs.csv,1,2
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep03,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,3,0,0,3580.0625,57409,57409,88.2185360823694,88.02939778601468,-0.18913829635471302,0.9978560254482333,1258.105511999986,1255.161543999975,-2.9439680000109547,0.9976599991241347,1427.7465440000014,1425.3466380000077,-2.3999059999937344,0.9983190952133072,185.5428998571418,185.1043484285729,-0.43855142856889984,0.9976363879787016,1450.942236000003,1454.0597029999844,3.1174669999813887,1.0021485810548707,0.0,3.3,3.3,0,16,0,57281,0,256,0.0,0.44691957193484755,0.44691957193484755,0.0,0.0,0.0,L4,7,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics-runs.csv,1,3
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep04,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,4,0,0,3592.3125,57605,57605,88.76244345958654,451.7658464582837,363.0034029986972,5.089605793287702,1243.9237410000032,129.120228999966,-1114.8035120000372,0.10380075943897084,1423.737291000009,242.94863599999417,-1180.7886550000148,0.17064147826692883,181.05016971428054,19.0021524285677,-162.04801728571283,0.10495517600759743,1442.0513340000412,283.33261799997445,-1158.7187160000667,0.19647887098030753,0.0,48.7,48.7,0,16,0,57477,0,53536,0.0,93.14334429423944,93.14334429423944,0.0,0.0,0.0,L4,8,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics-runs.csv,2,4
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep04,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,4,0,0,3588.0625,57537,57537,87.98973432018538,88.25699929613987,0.2672649759544896,1.003037456335326,1262.744773999998,1254.04067300002,-8.704100999977982,0.9931069989920401,1428.5367850000057,1426.0493410000095,-2.4874439999962306,0.9982587469737462,185.95051185714541,183.20059971428495,-2.7499121428604667,0.9852115914315253,1454.7151550000308,1450.309902000015,-4.4052530000158185,0.9969717418665266,0.0,3.3,3.3,0,16,0,57409,0,256,0.0,0.44592311310073335,0.44592311310073335,0.0,0.0,0.0,L4,9,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen05b-l4-n16-chunk-r3-seed1801/prefix-cache-isolated-metrics-runs.csv,2,5
